venue,year,specific_parent_category,specific_label_cn,count,venue_year_total,share
IJCAI,2024,Graph Learning,图学习：图聚类、表示学习与结构匹配,112,1048,0.10687022900763359
IJCAI,2024,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,103,1048,0.0982824427480916
IJCAI,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,97,1048,0.09255725190839695
IJCAI,2024,Recommendation,推荐系统：排序、召回与点击率预测,78,1048,0.07442748091603053
IJCAI,2024,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,69,1048,0.06583969465648855
IJCAI,2025,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,277,1280,0.21640625
IJCAI,2025,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,235,1280,0.18359375
IJCAI,2025,Graph Learning,图学习：图聚类、表示学习与结构匹配,164,1280,0.128125
IJCAI,2025,LLM Reasoning,大模型推理：问答、常识与思维链,159,1280,0.12421875
IJCAI,2025,Time Series,时序建模：时间序列预测、动力系统与基础模型,139,1280,0.10859375
IJCAI,2025,Optimization,优化理论：梯度方法、收敛性与训练动力学,119,1280,0.09296875
IJCAI,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,86,1280,0.0671875
IJCAI,2025,Recommendation,推荐系统：排序、召回与点击率预测,65,1280,0.05078125
IJCAI,2025,AI for Health,医疗视觉：医学影像分割、病理与临床影像,36,1280,0.028125
KDD,2020,Graph Foundation Models,图基础模型：LLM增强图学习与节点表示,64,217,0.29493087557603687
KDD,2020,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,52,217,0.23963133640552994
KDD,2020,Graph Learning,图学习：图聚类、表示学习与结构匹配,39,217,0.17972350230414746
KDD,2020,Recommendation,推荐系统：排序、召回与点击率预测,34,217,0.15668202764976957
KDD,2020,Time Series,时序建模：时间序列预测、动力系统与基础模型,28,217,0.12903225806451613
KDD,2021,Recommendation,推荐系统：排序、召回与点击率预测,86,239,0.3598326359832636
KDD,2021,Graph Learning,图学习：GNN、节点分类与链接预测,52,239,0.2175732217573222
KDD,2021,Graph Learning,图学习：图聚类、表示学习与结构匹配,38,239,0.1589958158995816
KDD,2021,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,38,239,0.1589958158995816
KDD,2021,Time Series,时序建模：时间序列预测、动力系统与基础模型,25,239,0.10460251046025104
KDD,2022,Graph Learning,图学习：GNN、节点分类与链接预测,62,253,0.2450592885375494
KDD,2022,Time Series,时序建模：时间序列预测、动力系统与基础模型,62,253,0.2450592885375494
KDD,2022,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,43,253,0.16996047430830039
KDD,2022,Knowledge Graph,知识图谱：实体关系、推理与补全,30,253,0.11857707509881422
KDD,2022,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,30,253,0.11857707509881422
KDD,2022,Optimization,优化理论：梯度方法、收敛性与训练动力学,26,253,0.10276679841897234
KDD,2023,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,81,313,0.25878594249201275
KDD,2023,Recommendation,推荐系统：排序、召回与点击率预测,73,313,0.23322683706070288
KDD,2023,Graph Learning,图学习：GNN、节点分类与链接预测（生成编辑）,65,313,0.20766773162939298
KDD,2023,Time Series,时序建模：时间序列预测、动力系统与基础模型,56,313,0.17891373801916932
KDD,2023,Graph Learning,图学习：GNN、节点分类与链接预测（RAG问答）,38,313,0.12140575079872204
KDD,2024,Graph Learning,图学习：GNN、节点分类与链接预测,117,411,0.2846715328467153
KDD,2024,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,90,411,0.21897810218978103
KDD,2024,Recommendation,推荐系统：排序、召回与点击率预测,62,411,0.15085158150851583
KDD,2024,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,52,411,0.12652068126520682
KDD,2024,LLM,大模型训练：微调、数据配方与任务适配,48,411,0.11678832116788321
KDD,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,42,411,0.10218978102189781
KDD,2025,Graph Foundation Models,图基础模型：LLM增强图学习与节点表示,122,552,0.2210144927536232
KDD,2025,LLM Reasoning,大模型推理：问答、常识与思维链,87,552,0.15760869565217392
KDD,2025,Time Series,时序建模：时间序列预测、动力系统与基础模型,69,552,0.125
KDD,2025,AI for Science,AI4Science：分子生成、药物发现与化学建模,65,552,0.11775362318840579
KDD,2025,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,65,552,0.11775362318840579
KDD,2025,Graph Learning,图学习：图异常检测、聚类与结构表示,49,552,0.08876811594202899
KDD,2025,Reinforcement Learning,在线决策：Bandit、后悔界与探索,35,552,0.06340579710144928
KDD,2025,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,33,552,0.059782608695652176
KDD,2025,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,27,552,0.04891304347826087
NAACL,2021,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,85,477,0.17819706498951782
NAACL,2021,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,79,477,0.16561844863731656
NAACL,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,63,477,0.1320754716981132
NAACL,2021,NLP,多语言NLP：机器翻译、跨语言与低资源,59,477,0.12368972746331237
NAACL,2021,Knowledge Graph,知识图谱：实体关系、推理与补全,54,477,0.11320754716981132
NAACL,2021,LLM Reasoning,大模型推理：问答、常识与思维链,49,477,0.10272536687631027
NAACL,2021,Generative AI,生成模型：扩散模型、采样与内容生成,46,477,0.09643605870020965
NAACL,2021,Dialogue,对话系统：响应生成、情感支持与任务型对话,42,477,0.0880503144654088
NAACL,2022,LLM,大模型训练：微调、数据配方与任务适配,85,442,0.19230769230769232
NAACL,2022,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,81,442,0.1832579185520362
NAACL,2022,LLM Reasoning,大模型推理：问答、常识与思维链,65,442,0.14705882352941177
NAACL,2022,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,58,442,0.13122171945701358
NAACL,2022,NLP,多语言NLP：机器翻译、跨语言与低资源,58,442,0.13122171945701358
NAACL,2022,Event Vision,事件视觉：事件相机、运动估计与时序感知,56,442,0.12669683257918551
NAACL,2022,Generative AI,生成模型：扩散模型、采样与内容生成,39,442,0.08823529411764706
NAACL,2024,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,112,562,0.199288256227758
NAACL,2024,LLM,大模型训练：微调、数据配方与任务适配（搜索排序）,102,562,0.18149466192170818
NAACL,2024,LLM / IR,检索增强大模型：RAG、知识注入与问答,77,562,0.13701067615658363
NAACL,2024,LLM,大模型训练：微调、数据配方与任务适配（社会安全）,73,562,0.1298932384341637
NAACL,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,57,562,0.10142348754448399
NAACL,2024,LLM Reasoning,大模型推理：问答、常识与思维链,55,562,0.09786476868327403
NAACL,2024,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,51,562,0.09074733096085409
NAACL,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,35,562,0.06227758007117438
NAACL,2025,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,126,718,0.17548746518105848
NAACL,2025,Efficient LLMs,高效大模型：长上下文、注意力与推理优化,116,718,0.1615598885793872
NAACL,2025,Speech / Audio,语音音频：ASR、说话人与音频理解,97,718,0.13509749303621169
NAACL,2025,Code Intelligence,代码大模型：代码生成、程序理解与评测,94,718,0.1309192200557103
NAACL,2025,LLM Reasoning,大模型推理：问答、常识与思维链,92,718,0.12813370473537605
NAACL,2025,LLM / IR,检索增强大模型：RAG、知识注入与问答,83,718,0.11559888579387187
NAACL,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,63,718,0.08774373259052924
NAACL,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,47,718,0.06545961002785515
NeurIPS,2020,Computer Vision,视觉感知：目标检测、识别与视觉表征,298,1898,0.15700737618545837
NeurIPS,2020,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,277,1898,0.1459430979978925
NeurIPS,2020,ML Theory,统计学习理论：泛化界、风险分析与样本复杂度,229,1898,0.12065331928345627
NeurIPS,2020,Optimization,优化理论：梯度方法、收敛性与训练动力学（搜索排序）,225,1898,0.11854583772391991
NeurIPS,2020,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,224,1898,0.11801896733403583
NeurIPS,2020,Optimization,优化理论：梯度方法、收敛性与训练动力学（推理效率）,125,1898,0.06585879873551106
NeurIPS,2020,AI for Science,AI4Science：分子生成、药物发现与化学建模,115,1898,0.06059009483667018
NeurIPS,2020,Reinforcement Learning,在线决策：Bandit、后悔界与探索,115,1898,0.06059009483667018
NeurIPS,2020,Optimization,优化理论：随机/非凸优化与收敛率,114,1898,0.06006322444678609
NeurIPS,2020,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,108,1898,0.05690200210748156
NeurIPS,2020,Causal ML,因果学习：因果发现、反事实与处理效应,68,1898,0.03582718651211802
NeurIPS,2021,Optimization,优化理论：随机/非凸优化与收敛率,379,2334,0.16238217652099401
NeurIPS,2021,Computer Vision,视觉感知：目标检测、识别与视觉表征,373,2334,0.1598114824335904
NeurIPS,2021,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,348,2334,0.14910025706940874
NeurIPS,2021,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征（三维几何）,220,2334,0.09425878320479864
NeurIPS,2021,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征（迁移泛化）,188,2334,0.0805484147386461
NeurIPS,2021,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,177,2334,0.07583547557840617
NeurIPS,2021,AI for Science,AI4Science：分子生成、药物发现与化学建模,153,2334,0.06555269922879177
NeurIPS,2021,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,139,2334,0.059554413024850046
NeurIPS,2021,Reinforcement Learning,在线决策：Bandit、后悔界与探索,117,2334,0.05012853470437018
NeurIPS,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防）,96,2334,0.04113110539845758
NeurIPS,2021,Causal ML,因果学习：因果发现、反事实与处理效应,73,2334,0.031276778063410456
NeurIPS,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（推荐排序）,71,2334,0.030419880034275922
NeurIPS,2022,Computer Vision,视觉感知：语义/实例/全景分割,382,2671,0.1430175964058405
NeurIPS,2022,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,377,2671,0.14114563833770125
NeurIPS,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征（迁移泛化）,374,2671,0.14002246349681768
NeurIPS,2022,Optimization,优化理论：随机/非凸优化与收敛率,314,2671,0.11755896667914639
NeurIPS,2022,LLM Reasoning,大模型推理：问答、常识与思维链,251,2671,0.09397229502059154
NeurIPS,2022,Reinforcement Learning,在线决策：Bandit、后悔界与探索,189,2671,0.07076001497566455
NeurIPS,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（Agent规划）,155,2671,0.058030700112317486
NeurIPS,2022,Graph Learning,图学习：GNN、节点分类与链接预测,151,2671,0.056533133657806066
NeurIPS,2022,Optimization,优化理论：梯度方法、收敛性与训练动力学,148,2671,0.055409958816922504
NeurIPS,2022,Time Series,时序建模：时间序列预测、动力系统与基础模型,122,2671,0.04567577686259828
NeurIPS,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征（RAG问答）,84,2671,0.0314488955447398
NeurIPS,2022,Causal ML,因果学习：因果发现、反事实与处理效应,71,2671,0.026581804567577687
NeurIPS,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防）,53,2671,0.019842755522276302
NeurIPS,2023,Optimization,优化理论：随机/非凸优化与收敛率,480,3218,0.14916096954630206
NeurIPS,2023,Computer Vision,视觉感知：语义/实例/全景分割,425,3218,0.13206960845245494
NeurIPS,2023,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,365,3218,0.11342448725916718
NeurIPS,2023,LLM Reasoning,大模型推理：问答、常识与思维链,291,3218,0.09042883778744562
NeurIPS,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,274,3218,0.08514605344934742
NeurIPS,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,256,3218,0.07955251709136109
NeurIPS,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防）,171,3218,0.053138595400870105
NeurIPS,2023,Reinforcement Learning,在线决策：Bandit、后悔界与探索,169,3218,0.052517091361093844
NeurIPS,2023,Time Series,时序建模：时间序列预测、动力系统与基础模型,160,3218,0.049720323182100686
NeurIPS,2023,Graph Learning,图学习：GNN、节点分类与链接预测,157,3218,0.048788067122436295
NeurIPS,2023,Causal ML,因果学习：因果发现、反事实与处理效应,142,3218,0.044126786824114354
NeurIPS,2023,3D Vision,三维视觉：点云、深度估计与相机姿态,138,3218,0.04288377874456184
NeurIPS,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防-2）,127,3218,0.03946550652579242
NeurIPS,2023,AI for Science,AI4Science：蛋白结构、序列与功能建模,63,3218,0.019577377252952145
NeurIPS,2024,Optimization,优化理论：梯度方法、收敛性与训练动力学,662,4034,0.16410510659395142
NeurIPS,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,469,4034,0.11626177491323748
NeurIPS,2024,Generative AI,生成模型：视频扩散生成与编辑,464,4034,0.11502231036192365
NeurIPS,2024,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,393,4034,0.09742191373326722
NeurIPS,2024,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,349,4034,0.08651462568170551
NeurIPS,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,287,4034,0.07114526524541398
NeurIPS,2024,LLM Reasoning,大模型推理：RL驱动推理与奖励学习,284,4034,0.07040158651462568
NeurIPS,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,235,4034,0.058254833911750126
NeurIPS,2024,Graph Learning,图学习：图异常检测、聚类与结构表示,216,4034,0.053544868616757564
NeurIPS,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,207,4034,0.051313832424392664
NeurIPS,2024,Reinforcement Learning,在线决策：Bandit、后悔界与探索,200,4034,0.0495785820525533
NeurIPS,2024,Causal ML,因果学习：因果发现、反事实与处理效应,105,4034,0.02602875557759048
NeurIPS,2024,Generative AI,生成模型：扩散模型、采样与内容生成,92,4034,0.022806147744174516
NeurIPS,2024,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,71,4034,0.01760039662865642
NeurIPS,2025,LLM Reasoning,大模型推理：RL驱动推理与奖励学习,781,5286,0.14774877033673856
NeurIPS,2025,Generative AI,生成模型：视频扩散生成与编辑,583,5286,0.1102913356034809
NeurIPS,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,575,5286,0.10877790389708665
NeurIPS,2025,Reinforcement Learning,在线决策：Bandit、后悔界与探索,570,5286,0.10783200908059024
NeurIPS,2025,Optimization,优化理论：随机/非凸优化与收敛率,548,5286,0.10367007188800606
NeurIPS,2025,Generative AI,生成模型：文生图、扩散采样与图像编辑,538,5286,0.10177828225501324
NeurIPS,2025,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,414,5286,0.07832009080590238
NeurIPS,2025,Graph Foundation Models,图基础模型：LLM增强图学习与节点表示,235,5286,0.04445705637533107
NeurIPS,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,226,5286,0.04275444570563754
NeurIPS,2025,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,193,5286,0.03651153991676125
NeurIPS,2025,AI for Science,AI4Science：蛋白结构、序列与功能建模,169,5286,0.031971244797578506
NeurIPS,2025,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,154,5286,0.029133560348089293
NeurIPS,2025,Time Series,时序建模：时间序列预测、动力系统与基础模型,127,5286,0.024025728339008703
NeurIPS,2025,Causal ML,因果学习：因果发现、反事实与处理效应,111,5286,0.020998864926220204
NeurIPS,2025,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,62,5286,0.01172909572455543
SIGIR,2020,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序）,70,147,0.47619047619047616
SIGIR,2020,Information Retrieval,信息检索：搜索排序、文档检索与重排,46,147,0.3129251700680272
SIGIR,2020,Recommendation,推荐系统：排序、召回与点击率预测（搜索排序）,31,147,0.2108843537414966
SIGIR,2021,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,41,151,0.271523178807947
SIGIR,2021,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,40,151,0.26490066225165565
SIGIR,2021,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序）,30,151,0.1986754966887417
SIGIR,2021,Knowledge Graph,知识图谱：实体关系、推理与补全,24,151,0.15894039735099338
SIGIR,2021,Recommendation,推荐系统：排序、召回与点击率预测（搜索排序）,16,151,0.10596026490066225
SIGIR,2022,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,68,161,0.422360248447205
SIGIR,2022,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,50,161,0.3105590062111801
SIGIR,2022,Recommendation,推荐系统：排序、召回与点击率预测,43,161,0.2670807453416149
SIGIR,2023,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序）,59,165,0.3575757575757576
SIGIR,2023,Information Retrieval,信息检索：搜索排序、文档检索与重排,47,165,0.28484848484848485
SIGIR,2023,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序-2）,31,165,0.18787878787878787
SIGIR,2023,Computer Vision,视觉感知：语义/实例/全景分割,28,165,0.1696969696969697
SIGIR,2024,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,93,214,0.43457943925233644
SIGIR,2024,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序）,59,214,0.2757009345794392
SIGIR,2024,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序-2）,37,214,0.17289719626168223
SIGIR,2024,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序-3）,25,214,0.11682242990654206
SIGIR,2025,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,85,239,0.35564853556485354
SIGIR,2025,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,77,239,0.32217573221757323
SIGIR,2025,LLM / IR,检索增强大模型：RAG、知识注入与问答,51,239,0.21338912133891214
SIGIR,2025,Recommendation,推荐系统：排序、召回与点击率预测,26,239,0.1087866108786611
WWW,2020,LLM Reasoning,大模型推理：问答、常识与思维链,93,317,0.29337539432176657
WWW,2020,Graph Learning,图学习：图聚类、表示学习与结构匹配,63,317,0.19873817034700317
WWW,2020,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序）,62,317,0.19558359621451105
WWW,2020,Recommendation,推荐系统：排序、召回与点击率预测（搜索排序）,54,317,0.17034700315457413
WWW,2020,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序-2）,45,317,0.14195583596214512
WWW,2021,Knowledge Graph,知识图谱：实体关系、推理与补全,90,355,0.2535211267605634
WWW,2021,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,90,355,0.2535211267605634
WWW,2021,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,83,355,0.23380281690140844
WWW,2021,Recommendation,推荐系统：排序、召回与点击率预测,66,355,0.18591549295774648
WWW,2021,Speech / Audio,语音音频：ASR、说话人与音频理解,26,355,0.07323943661971831
WWW,2022,Graph Learning,图学习：GNN、节点分类与链接预测,99,364,0.27197802197802196
WWW,2022,Recommendation,推荐系统：排序、召回与点击率预测（搜索排序）,96,364,0.26373626373626374
WWW,2022,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序）,83,364,0.22802197802197802
WWW,2022,Information Extraction,知识抽取：实体识别、关系抽取与事件理解,57,364,0.1565934065934066
WWW,2022,Agents / Game Theory,多智能体：机制设计、拍卖与资源分配,29,364,0.07967032967032966
WWW,2023,Generative AI,生成模型：扩散模型、采样与内容生成,96,371,0.2587601078167116
WWW,2023,Recommendation,推荐系统：排序、召回与点击率预测,74,371,0.19946091644204852
WWW,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,70,371,0.18867924528301888
WWW,2023,Graph Learning,图学习：GNN、节点分类与链接预测,66,371,0.1778975741239892
WWW,2023,Agents / Game Theory,多智能体：机制设计、拍卖与资源分配,37,371,0.09973045822102426
WWW,2023,Knowledge Graph,知识图谱：实体关系、推理与补全,28,371,0.07547169811320754
WWW,2024,Graph Learning,图学习：GNN、节点分类与链接预测,84,404,0.2079207920792079
WWW,2024,Computer Vision,视觉感知：目标检测、识别与视觉表征,78,404,0.19306930693069307
WWW,2024,Recommendation,推荐系统：排序、召回与点击率预测（搜索排序）,69,404,0.1707920792079208
WWW,2024,Recommendation,推荐系统：排序、召回与点击率预测（推荐排序）,63,404,0.15594059405940594
WWW,2024,Knowledge Graph,知识图谱：实体关系、推理与补全,43,404,0.10643564356435643
WWW,2024,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,35,404,0.08663366336633663
WWW,2024,LLM,大模型应用：训练、评测与任务适配,32,404,0.07920792079207921
WWW,2025,Recommendation,推荐系统：检索增强推荐、排序与个性化,40,154,0.2597402597402597
WWW,2025,Graph Learning,图学习：图异常检测、聚类与结构表示,36,154,0.23376623376623376
WWW,2025,Computer Vision,视觉感知：目标检测、识别与视觉表征,32,154,0.2077922077922078
WWW,2025,LLM Reasoning,大模型推理：问答、常识与思维链,29,154,0.18831168831168832
WWW,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,17,154,0.11038961038961038
