venue,year,specific_parent_category,specific_label_cn,count,venue_year_total,share
ICCV,2023,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,35,2156,0.0162337662337662
ICCV,2023,Generative AI,生成模型：扩散模型、采样与内容生成,20,2156,0.0092764378478664
ICDE,2023,Knowledge Graph,知识图谱：实体关系、推理与补全,62,371,0.1671159029649595
ICDE,2023,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,61,371,0.1644204851752021
ICDE,2023,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,56,371,0.1509433962264151
ICDE,2023,Graph Learning,图学习：图聚类、表示学习与结构匹配,50,371,0.1347708894878706
ICDE,2023,Information Retrieval,信息检索：查询理解、搜索与文档检索,43,371,0.1159029649595687
ICDE,2023,Recommendation,推荐系统：排序、召回与点击率预测,42,371,0.1132075471698113
ICDE,2023,Graph Learning,图学习：GNN、节点分类与链接预测,36,371,0.0970350404312668
ICDE,2023,Time Series,时序建模：时间序列预测、动力系统与基础模型,21,371,0.0566037735849056
ICLR,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,250,1530,0.1633986928104575
ICLR,2023,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,230,1530,0.1503267973856209
ICLR,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,193,1530,0.1261437908496732
ICLR,2023,Probabilistic ML,概率机器学习：变分推断、不确定性与后验建模,143,1530,0.0934640522875817
ICLR,2023,LLM Reasoning,大模型推理：问答、常识与思维链,140,1530,0.0915032679738562
ICLR,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,129,1530,0.084313725490196
ICLR,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,125,1530,0.0816993464052287
ICLR,2023,Graph Learning,图学习：GNN、节点分类与链接预测,102,1530,0.0666666666666666
ICLR,2023,Efficient ML,模型压缩：量化、剪枝与低秩加速,86,1530,0.0562091503267973
ICLR,2023,Time Series,时序建模：时间序列预测、动力系统与基础模型,71,1530,0.0464052287581699
ICLR,2023,AI for Science,AI4Science：蛋白结构、序列与功能建模,39,1530,0.0254901960784313
ICLR,2023,Causal ML,因果学习：因果发现、反事实与处理效应,22,1530,0.0143790849673202
ICML,2023,Code Intelligence,代码大模型：代码生成、程序理解与评测,248,1828,0.1356673960612691
ICML,2023,Reinforcement Learning,在线决策：Bandit、后悔界与探索,217,1828,0.1187089715536105
ICML,2023,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,193,1828,0.1055798687089715
ICML,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,173,1828,0.0946389496717724
ICML,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,159,1828,0.086980306345733
ICML,2023,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,143,1828,0.0782275711159737
ICML,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,141,1828,0.0771334792122538
ICML,2023,Graph Learning,图学习：图聚类、表示学习与结构匹配,129,1828,0.0705689277899343
ICML,2023,3D Vision,三维视觉：点云、深度估计与相机姿态,126,1828,0.0689277899343544
ICML,2023,Optimization,优化理论：随机/非凸优化与收敛率,117,1828,0.0640043763676148
ICML,2023,Causal ML,因果学习：因果发现、反事实与处理效应,73,1828,0.0399343544857768
ICML,2023,AI for Science,科学计算：神经算子、PDE与物理建模,58,1828,0.0317286652078774
ICML,2023,AI for Science,AI4Science：蛋白结构、序列与功能建模,51,1828,0.0278993435448577
ICRA,2023,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,553,1333,0.4148537134283571
ICRA,2023,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,347,1333,0.2603150787696924
ICRA,2023,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,257,1333,0.1927981995498874
ICRA,2023,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,119,1333,0.0892723180795198
ICRA,2023,Robotics,机器人学习：操作、世界模型与具身控制,57,1333,0.0427606901725431
IJCAI,2023,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,139,851,0.163337250293772
IJCAI,2023,Computer Vision,视觉感知：语义/实例/全景分割,130,851,0.1527614571092831
IJCAI,2023,Generative AI,生成模型：视频扩散生成与编辑,106,851,0.1245593419506463
IJCAI,2023,Time Series,时序建模：时间序列预测、动力系统与基础模型,100,851,0.117508813160987
IJCAI,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,92,851,0.1081081081081081
IJCAI,2023,Agents / Game Theory,多智能体：机制设计、拍卖与资源分配,79,851,0.0928319623971797
IJCAI,2023,Optimization,组合优化：SAT求解、整数规划与搜索,79,851,0.0928319623971797
IJCAI,2023,LLM Reasoning,大模型推理：问答、常识与思维链,65,851,0.0763807285546415
IJCAI,2023,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,61,851,0.0716803760282021
IROS,2023,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,532,1184,0.4493243243243243
IROS,2023,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,242,1184,0.2043918918918918
IROS,2023,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,233,1184,0.1967905405405405
IROS,2023,Text Generation,文本生成：摘要、事实性与可控生成,177,1184,0.1494932432432432
KDD,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,64,313,0.2044728434504792
KDD,2023,Time Series,时序建模：时间序列预测、动力系统与基础模型,58,313,0.1853035143769968
KDD,2023,Graph Learning,图学习：GNN、节点分类与链接预测,56,313,0.1789137380191693
KDD,2023,Graph Learning,图学习：图异常检测、聚类与结构表示,44,313,0.1405750798722044
KDD,2023,Recommendation,推荐系统：排序、召回与点击率预测,42,313,0.134185303514377
KDD,2023,Knowledge Graph,知识图谱：实体关系、推理与补全,30,313,0.0958466453674121
KDD,2023,Medical LLM,医疗大模型：临床推理、医学影像与健康问答,19,313,0.060702875399361
MICCAI,2023,AI for Health,医疗视觉：医学影像分割、病理与临床影像,29,73,0.3972602739726027
MICCAI,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,17,73,0.2328767123287671
MICCAI,2023,Probabilistic ML,概率机器学习：变分推断、不确定性与后验建模,14,73,0.1917808219178082
MICCAI,2023,Medical LLM,医疗大模型：临床推理、医学影像与健康问答,13,73,0.1780821917808219
NeurIPS,2023,Optimization,优化理论：随机/非凸优化与收敛率,439,3218,0.1364201367308887
NeurIPS,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,418,3218,0.129894344313238
NeurIPS,2023,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,336,3218,0.1044126786824114
NeurIPS,2023,LLM Reasoning,大模型推理：问答、常识与思维链,319,3218,0.0991298943443132
NeurIPS,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,295,3218,0.0916718458669981
NeurIPS,2023,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,258,3218,0.0801740211311373
NeurIPS,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,232,3218,0.0720944686140459
NeurIPS,2023,Reinforcement Learning,在线决策：Bandit、后悔界与探索,192,3218,0.0596643878185208
NeurIPS,2023,3D Vision,三维视觉：点云、深度估计与相机姿态,160,3218,0.0497203231821006
NeurIPS,2023,Graph Learning,图学习：GNN、节点分类与链接预测,152,3218,0.0472343070229956
NeurIPS,2023,Causal ML,因果学习：因果发现、反事实与处理效应,136,3218,0.0422622747047855
NeurIPS,2023,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,129,3218,0.0400870105655686
NeurIPS,2023,AI for Science,AI4Science：蛋白结构、序列与功能建模,69,3218,0.0214418893722809
NeurIPS,2023,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,49,3218,0.0152268489745183
NeurIPS,2023,Time Series,时序建模：时间序列预测、动力系统与基础模型,34,3218,0.0105655686761963
RSS,2023,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,62,110,0.5636363636363636
RSS,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,21,110,0.1909090909090909
RSS,2023,Computer Vision,视觉感知：语义/实例/全景分割,15,110,0.1363636363636363
RSS,2023,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,12,110,0.109090909090909
SIGGRAPH,2023,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,24,80,0.3
SIGGRAPH,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,22,80,0.275
SIGGRAPH,2023,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,22,80,0.275
SIGGRAPH,2023,Video Understanding,视频理解：动作识别、长视频与时序建模,12,80,0.15
SIGGRAPH-Asia,2023,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,57,116,0.4913793103448275
SIGGRAPH-Asia,2023,3D Vision,三维视觉：点云、深度估计与相机姿态,25,116,0.2155172413793103
SIGGRAPH-Asia,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,20,116,0.1724137931034483
SIGGRAPH-Asia,2023,Optimization,优化理论：梯度方法、收敛性与训练动力学,14,116,0.1206896551724138
SIGIR,2023,Recommendation,推荐系统：排序、召回与点击率预测,92,165,0.5575757575757576
SIGIR,2023,Information Retrieval,信息检索：搜索排序、文档检索与重排,45,165,0.2727272727272727
SIGIR,2023,Computer Vision,视觉感知：语义/实例/全景分割,28,165,0.1696969696969697
WWW,2023,Recommendation,推荐系统：排序、召回与点击率预测,113,371,0.3045822102425876
WWW,2023,Information Retrieval,信息检索：搜索排序、文档检索与重排,93,371,0.2506738544474393
WWW,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,73,371,0.1967654986522911
WWW,2023,Graph Learning,图学习：GNN、节点分类与链接预测,65,371,0.1752021563342318
WWW,2023,Knowledge Graph,知识图谱：实体关系、推理与补全,27,371,0.0727762803234501
AAAI,2024,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,264,2331,0.1132561132561132
AAAI,2024,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,234,2331,0.1003861003861003
AAAI,2024,LLM Reasoning,大模型推理：问答、常识与思维链,233,2331,0.0999570999570999
AAAI,2024,Generative AI,生成模型：文生图、扩散采样与图像编辑,222,2331,0.0952380952380952
AAAI,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,192,2331,0.0823680823680823
AAAI,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,186,2331,0.0797940797940797
AAAI,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,178,2331,0.0763620763620763
AAAI,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,176,2331,0.0755040755040755
AAAI,2024,Graph Learning,图学习：图聚类、表示学习与结构匹配,163,2331,0.0699270699270699
AAAI,2024,Video Understanding,视频理解：动作识别、长视频与时序建模,158,2331,0.0677820677820677
AAAI,2024,Optimization,优化理论：梯度方法、收敛性与训练动力学,131,2331,0.0561990561990562
AAAI,2024,Computer Vision,视觉感知：语义/实例/全景分割,115,2331,0.0493350493350493
AAAI,2024,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,48,2331,0.0205920205920205
AAAI,2024,AI for Science,AI4Science：蛋白结构、序列与功能建模,31,2331,0.0132990132990132
ACL,2024,LLM,大模型训练：微调、数据配方与任务适配,262,940,0.2787234042553191
ACL,2024,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,128,940,0.1361702127659574
ACL,2024,LLM / IR,检索增强大模型：RAG、知识注入与问答,106,940,0.1127659574468085
ACL,2024,LLM Reasoning,大模型推理：问答、常识与思维链,92,940,0.0978723404255319
ACL,2024,LLM Analysis,语言模型分析：认知、语言结构与可解释性,83,940,0.0882978723404255
ACL,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,79,940,0.0840425531914893
ACL,2024,Efficient LLMs,高效大模型：长上下文、注意力与推理优化,70,940,0.0744680851063829
ACL,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,48,940,0.051063829787234
ACL,2024,Code Intelligence,代码大模型：代码生成、程序理解与评测,36,940,0.0382978723404255
ACL,2024,Speech / Audio,语音音频：ASR、说话人与音频理解,36,940,0.0382978723404255
ACMMM,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,158,1149,0.1375108790252393
ACMMM,2024,Generative AI,生成模型：视频扩散生成与编辑,154,1149,0.134029590948651
ACMMM,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,141,1149,0.1227154046997389
ACMMM,2024,Graph Learning,图学习：图聚类、表示学习与结构匹配,121,1149,0.1053089643167972
ACMMM,2024,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,103,1149,0.0896431679721496
ACMMM,2024,AI for Health,医疗视觉：医学影像分割、病理与临床影像,102,1149,0.0887728459530026
ACMMM,2024,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,99,1149,0.0861618798955613
ACMMM,2024,Computer Vision,底层视觉：超分、去噪、增强与图像复原,95,1149,0.082680591818973
ACMMM,2024,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,92,1149,0.0800696257615317
ACMMM,2024,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,84,1149,0.0731070496083551
CHI,2024,Generative AI,生成模型：扩散模型、采样与内容生成,178,1050,0.1695238095238095
CHI,2024,HCI,HCI：用户研究、界面交互与协作系统,158,1050,0.1504761904761904
CHI,2024,HCI,HCI：VR/AR交互与沉浸式体验,133,1050,0.1266666666666666
CHI,2024,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,125,1050,0.119047619047619
CHI,2024,3D Vision,三维视觉：形状、场景与物体重建,108,1050,0.1028571428571428
CHI,2024,AI for Health,医疗AI：临床预测、医学影像与生物医学NLP,102,1050,0.0971428571428571
CHI,2024,Speech / Audio,语音音频：ASR、说话人与音频理解,83,1050,0.079047619047619
CHI,2024,Trustworthy NLP,社会计算与安全NLP：偏见、仇恨与立场检测,53,1050,0.0504761904761904
CHI,2024,Efficient LLMs,高效大模型：解码加速、KV缓存与推理优化,37,1050,0.0352380952380952
CHI,2024,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,37,1050,0.0352380952380952
CHI,2024,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,36,1050,0.0342857142857142
COLM,2024,LLM Reasoning,大模型推理：问答、常识与思维链,69,299,0.2307692307692307
COLM,2024,Code Intelligence,代码大模型：代码生成、程序理解与评测,54,299,0.1806020066889632
COLM,2024,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,43,299,0.1438127090301003
COLM,2024,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,41,299,0.1371237458193979
COLM,2024,LLM / IR,检索增强大模型：RAG、知识注入与问答,36,299,0.1204013377926421
COLM,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,33,299,0.1103678929765886
COLM,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,23,299,0.0769230769230769
CVPR,2024,Generative AI,生成模型：文生图、扩散采样与图像编辑,568,2716,0.2091310751104565
CVPR,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,304,2716,0.1119293078055964
CVPR,2024,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,276,2716,0.101620029455081
CVPR,2024,AI for Health,医疗视觉：医学影像分割、病理与临床影像,218,2716,0.0802650957290132
CVPR,2024,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,210,2716,0.0773195876288659
CVPR,2024,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,194,2716,0.0714285714285714
CVPR,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,174,2716,0.0640648011782032
CVPR,2024,Computer Vision,底层视觉：超分、去噪、增强与图像复原,148,2716,0.0544918998527245
CVPR,2024,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,147,2716,0.0541237113402061
CVPR,2024,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,143,2716,0.0526509572901325
CVPR,2024,Generative AI,生成模型：视频扩散生成与编辑,138,2716,0.0508100147275405
CVPR,2024,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,125,2716,0.0460235640648011
CVPR,2024,Event Vision,事件视觉：事件相机、运动估计与时序感知,71,2716,0.026141384388807
ECCV,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,548,2387,0.229576874738165
ECCV,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,438,2387,0.1834939254294093
ECCV,2024,Computer Vision,视觉感知：语义/实例/全景分割,273,2387,0.1143695014662756
ECCV,2024,Generative AI,生成模型：文生图、扩散采样与图像编辑,208,2387,0.087138667783829
ECCV,2024,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,189,2387,0.0791788856304985
ECCV,2024,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,182,2387,0.0762463343108504
ECCV,2024,Computer Vision,底层视觉：超分、去噪、增强与图像复原,176,2387,0.0737327188940092
ECCV,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,156,2387,0.0653540008378718
ECCV,2024,NLP Reasoning,语言推理：问答、常识与多跳推理,125,2387,0.0523669878508588
ECCV,2024,Event Vision,事件视觉：事件相机、运动估计与时序感知,49,2387,0.0205278592375366
ECCV,2024,AI for Health,医疗视觉：医学影像分割、病理与临床影像,43,2387,0.0180142438206954
EMNLP,2024,LLM,大模型训练：微调、数据配方与任务适配,388,1268,0.305993690851735
EMNLP,2024,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,152,1268,0.1198738170347003
EMNLP,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,141,1268,0.111198738170347
EMNLP,2024,Code Intelligence,代码大模型：代码生成、程序理解与评测,132,1268,0.1041009463722397
EMNLP,2024,LLM Reasoning,大模型推理：问答、常识与思维链,106,1268,0.083596214511041
EMNLP,2024,LLM Analysis,语言模型分析：认知、语言结构与可解释性,104,1268,0.0820189274447949
EMNLP,2024,LLM / IR,检索增强大模型：RAG、知识注入与问答,96,1268,0.0757097791798107
EMNLP,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,74,1268,0.0583596214511041
EMNLP,2024,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,43,1268,0.0339116719242902
EMNLP,2024,Medical LLM,医疗大模型：临床推理、医学影像与健康问答,32,1268,0.0252365930599369
ICDE,2024,Graph Learning,图学习：GNN、节点分类与链接预测,120,483,0.2484472049689441
ICDE,2024,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,78,483,0.1614906832298136
ICDE,2024,Information Retrieval,信息检索：查询理解、搜索与文档检索,70,483,0.144927536231884
ICDE,2024,Optimization,优化理论：梯度方法、收敛性与训练动力学,51,483,0.1055900621118012
ICDE,2024,LLM / RL,大模型强化学习：策略迭代、奖励学习与控制,48,483,0.0993788819875776
ICDE,2024,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,39,483,0.0807453416149068
ICDE,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,29,483,0.0600414078674948
ICDE,2024,Recommendation,推荐系统：排序、召回与点击率预测,26,483,0.0538302277432712
ICDE,2024,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,22,483,0.0455486542443064
ICLR,2024,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,420,2260,0.1858407079646017
ICLR,2024,LLM Reasoning,大模型推理：问答、常识与思维链,341,2260,0.1508849557522124
ICLR,2024,Generative AI,生成模型：视频扩散生成与编辑,321,2260,0.1420353982300884
ICLR,2024,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,301,2260,0.1331858407079646
ICLR,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,195,2260,0.0862831858407079
ICLR,2024,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,175,2260,0.077433628318584
ICLR,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,142,2260,0.0628318584070796
ICLR,2024,Graph Learning,图学习：GNN、节点分类与链接预测,135,2260,0.0597345132743362
ICLR,2024,AI for Science,AI4Science：蛋白结构、序列与功能建模,69,2260,0.0305309734513274
ICLR,2024,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,61,2260,0.0269911504424778
ICLR,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,59,2260,0.0261061946902654
ICLR,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,41,2260,0.0181415929203539
ICML,2024,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,302,2610,0.1157088122605363
ICML,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,248,2610,0.0950191570881226
ICML,2024,Computer Vision,视觉感知：目标检测、识别与视觉表征,247,2610,0.0946360153256705
ICML,2024,LLM Reasoning,大模型推理：问答、常识与思维链,247,2610,0.0946360153256705
ICML,2024,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,235,2610,0.0900383141762452
ICML,2024,Optimization,优化理论：随机/非凸优化与收敛率,229,2610,0.0877394636015325
ICML,2024,Generative AI,生成模型：文生图、扩散采样与图像编辑,206,2610,0.0789272030651341
ICML,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,200,2610,0.0766283524904214
ICML,2024,Graph Learning,图学习：图聚类、表示学习与结构匹配,179,2610,0.0685823754789272
ICML,2024,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,152,2610,0.0582375478927203
ICML,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,98,2610,0.0375478927203065
ICML,2024,Causal ML,因果学习：因果发现、反事实与处理效应,91,2610,0.0348659003831417
ICML,2024,Reinforcement Learning,在线决策：Bandit、后悔界与探索,79,2610,0.0302681992337164
ICML,2024,AI for Science,AI4Science：蛋白结构、序列与功能建模,73,2610,0.0279693486590038
ICML,2024,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,24,2610,0.0091954022988505
ICRA,2024,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,898,1742,0.5154994259471871
ICRA,2024,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,334,1742,0.1917336394948335
ICRA,2024,Computer Vision,视觉感知：目标检测、识别与视觉表征,121,1742,0.0694603903559127
ICRA,2024,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,120,1742,0.0688863375430539
ICRA,2024,Reinforcement Learning,多智能体强化学习：博弈、协作与策略学习,98,1742,0.0562571756601607
ICRA,2024,Text Generation,文本生成：摘要、事实性与可控生成,78,1742,0.044776119402985
ICRA,2024,3D Vision,三维视觉：形状、场景与物体重建,75,1742,0.0430539609644087
ICRA,2024,Robotics,机器人学习：操作、世界模型与具身控制,18,1742,0.010332950631458
IJCAI,2024,Computer Vision,视觉感知：目标检测、识别与视觉表征,227,1048,0.2166030534351145
IJCAI,2024,Optimization,优化理论：梯度方法、收敛性与训练动力学,133,1048,0.1269083969465649
IJCAI,2024,Graph Learning,图学习：图聚类、表示学习与结构匹配,119,1048,0.1135496183206106
IJCAI,2024,LLM Reasoning,大模型推理：问答、常识与思维链,114,1048,0.1087786259541984
IJCAI,2024,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,113,1048,0.107824427480916
IJCAI,2024,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,109,1048,0.1040076335877862
IJCAI,2024,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,69,1048,0.0658396946564885
IJCAI,2024,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,68,1048,0.0648854961832061
IJCAI,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,56,1048,0.0534351145038167
IJCAI,2024,Causal ML,因果学习：因果发现、反事实与处理效应,40,1048,0.0381679389312977
IROS,2024,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,687,1573,0.4367450731087094
IROS,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,461,1573,0.2930705657978385
IROS,2024,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,370,1573,0.235219326128417
IROS,2024,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,55,1573,0.0349650349650349
KDD,2024,Graph Learning,图学习：GNN、节点分类与链接预测,72,411,0.1751824817518248
KDD,2024,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,58,411,0.1411192214111922
KDD,2024,Recommendation,推荐系统：排序、召回与点击率预测,55,411,0.1338199513381995
KDD,2024,LLM,大模型训练：微调、数据配方与任务适配,45,411,0.1094890510948905
KDD,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,42,411,0.1021897810218978
KDD,2024,Optimization,优化理论：梯度方法、收敛性与训练动力学,39,411,0.0948905109489051
KDD,2024,Graph Learning,图学习：图异常检测、聚类与结构表示,31,411,0.0754257907542579
KDD,2024,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,25,411,0.0608272506082725
KDD,2024,Causal ML,因果学习：因果发现、反事实与处理效应,23,411,0.0559610705596107
KDD,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,21,411,0.0510948905109489
MICCAI,2024,Computer Vision,视觉感知：目标检测、识别与视觉表征,22,71,0.3098591549295774
MICCAI,2024,Computer Vision,视觉感知：语义/实例/全景分割,21,71,0.2957746478873239
MICCAI,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,17,71,0.2394366197183098
MICCAI,2024,Generative AI,生成模型：扩散模型、采样与内容生成,11,71,0.1549295774647887
NAACL,2024,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,70,562,0.1245551601423487
NAACL,2024,Speech / Audio,语音音频：ASR、说话人与音频理解,67,562,0.1192170818505338
NAACL,2024,LLM,大模型训练：微调、数据配方与任务适配,61,562,0.1085409252669039
NAACL,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,57,562,0.1014234875444839
NAACL,2024,LLM Reasoning,大模型推理：问答、常识与思维链,56,562,0.099644128113879
NAACL,2024,Event Vision,事件视觉：事件相机、运动估计与时序感知,48,562,0.0854092526690391
NAACL,2024,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,47,562,0.0836298932384341
NAACL,2024,Information Retrieval,信息检索：搜索排序、文档检索与重排,44,562,0.0782918149466192
NAACL,2024,LLM,大模型表征：Embedding、分类与文本表征,42,562,0.0747330960854092
NAACL,2024,LLM Analysis,语言模型分析：认知、语言结构与可解释性,35,562,0.0622775800711743
NAACL,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,35,562,0.0622775800711743
NeurIPS,2024,Optimization,优化理论：梯度方法、收敛性与训练动力学,633,4034,0.1569162121963311
NeurIPS,2024,Generative AI,生成模型：视频扩散生成与编辑,489,4034,0.1212196331184928
NeurIPS,2024,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,474,4034,0.1175012394645513
NeurIPS,2024,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,350,4034,0.0867625185919682
NeurIPS,2024,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,320,4034,0.0793257312840852
NeurIPS,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,296,4034,0.0733763014377788
NeurIPS,2024,LLM Reasoning,大模型推理：RL驱动推理与奖励学习,295,4034,0.0731284085275161
NeurIPS,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,279,4034,0.0691621219633118
NeurIPS,2024,Graph Learning,图学习：图异常检测、聚类与结构表示,220,4034,0.0545364402578086
NeurIPS,2024,Reinforcement Learning,在线决策：Bandit、后悔界与探索,200,4034,0.0495785820525533
NeurIPS,2024,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,177,4034,0.0438770451165096
NeurIPS,2024,Causal ML,因果学习：因果发现、反事实与处理效应,105,4034,0.0260287555775904
